100000,P00H,P01H,10.8298946656
100000,P01H,P02H,7.93367015325
100000,P02H,P03H,7.45388027807
100000,P03H,P04H,8.06630617432
100000,P04H,P05H,16.547288772
100000,P05H,P06H,39.3922162483
100000,P06H,P07H,76.0293322226
100000,P07H,P08H,108.308087171
100000,P08H,P09H,84.8824602276
100000,P09H,P010H,60.6442778817
100000,P010H,P011H,55.0803298267
100000,P011H,P012H,48.6002666057
100000,P012H,P013H,52.0729347523
100000,P013H,P014H,51.5351141239
100000,P014H,P015H,57.5218724914
100000,P015H,P016H,75.1561058794
100000,P016H,P017H,90.4364196071
100000,P017H,P018H,101.574733622
100000,P018H,P019H,107.458169105
100000,P019H,P020H,103.572289056
100000,P020H,P021H,87.92098868
100000,P021H,P022H,69.575563793
100000,P022H,P023H,47.328512047
100000,P023H,P024H,24.4424151691
100000,P240H,P241H,12.3963262125
100000,P241H,P242H,9.6422615781
100000,P242H,P243H,10.0148801186
100000,P243H,P244H,9.92432995091
100000,P244H,P245H,13.410907829
100000,P245H,P246H,29.6700270373
100000,P246H,P247H,53.0193513126
100000,P247H,P248H,89.7644403387
100000,P248H,P249H,98.4082576191
100000,P249H,P2410H,84.0490678676
100000,P2410H,P2411H,62.7715598818
100000,P2411H,P2412H,54.5620757931
100000,P2412H,P2413H,52.4211012157
100000,P2413H,P2414H,49.6196136122
100000,P2414H,P2415H,56.9760389359
100000,P2415H,P2416H,72.5147435061
100000,P2416H,P2417H,88.906718464
100000,P2417H,P2418H,101.744241325
100000,P2418H,P2419H,101.640894263
100000,P2419H,P2420H,96.893579462
100000,P2420H,P2421H,84.5070158995
100000,P2421H,P2422H,65.4188496392
100000,P2422H,P2423H,45.8758998424
100000,P2423H,P2424H,26.4329487516
100000,P480H,P481H,12.4029321363
100000,P481H,P482H,9.64739987831
100000,P482H,P483H,10.0202169848
100000,P483H,P484H,9.92961856357
100000,P484H,P485H,13.418054417
100000,P485H,P486H,29.685838007
100000,P486H,P487H,53.0476049896
100000,P487H,P488H,89.8122752412
100000,P488H,P489H,98.4606987572
100000,P489H,P4810H,84.0938570842
100000,P4810H,P4811H,62.8050104491
100000,P4811H,P4812H,54.5911515782
100000,P4812H,P4813H,52.4490360889
100000,P4813H,P4814H,49.6460555904
100000,P4814H,P4815H,57.0064011067
100000,P4815H,P4816H,72.5533861542
100000,P4816H,P4817H,88.9540962919
100000,P4817H,P4818H,101.798460188
100000,P4818H,P4819H,101.695058053
100000,P4819H,P4820H,96.9452134376
100000,P4820H,P4821H,84.5520491537
100000,P4821H,P4822H,65.4537109304
100000,P4822H,P4823H,45.9003468193
100000,P4823H,P4824H,26.4470347028
100000,P720H,P721H,10.8414370303
100000,P721H,P722H,7.94212575854
100000,P722H,P723H,7.46182452938
100000,P723H,P724H,8.0749031414
100000,P724H,P725H,16.564924663
100000,P725H,P726H,39.4341999741
100000,P726H,P727H,76.1103633231
100000,P727H,P728H,108.42352056
100000,P728H,P729H,84.9729268799
100000,P729H,P7210H,60.7089117859
100000,P7210H,P7211H,55.1390337455
100000,P7211H,P7212H,48.652064155
100000,P7212H,P7213H,52.1284334274
100000,P7213H,P7214H,51.5900395966
100000,P7214H,P7215H,57.5831785754
100000,P7215H,P7216H,75.2362063063
100000,P7216H,P7217H,90.5328055991
100000,P7217H,P7218H,101.682990688
100000,P7218H,P7219H,107.572696663
100000,P7219H,P7220H,103.682675092
100000,P7220H,P7221H,88.0146937575
100000,P7221H,P7222H,69.6497165488
100000,P7222H,P7223H,47.3789541764
100000,P7223H,P7224H,24.468465586
100000,P960H,P961H,10.8241234832
100000,P961H,P962H,7.92944235061
100000,P962H,P963H,7.44990815241
100000,P963H,P964H,8.06200769078
100000,P964H,P965H,16.5384708265
100000,P965H,P966H,39.3712243855
100000,P966H,P967H,75.9888166723
100000,P967H,P968H,108.250370476
100000,P968H,P969H,84.8372269014
100000,P969H,P9610H,60.6119609296
100000,P9610H,P9611H,55.0509778674
100000,P9611H,P9612H,48.574367831
100000,P9612H,P9613H,52.0451854147
100000,P9613H,P9614H,51.5076513876
100000,P9614H,P9615H,57.4912194493
100000,P9615H,P9616H,75.1160556659
100000,P9616H,P9617H,90.3882266111
100000,P9617H,P9618H,101.520605088
100000,P9618H,P9619H,107.400905327
100000,P9619H,P9620H,103.517096039
100000,P9620H,P9621H,87.8741361412
100000,P9621H,P9622H,69.5384874151
100000,P9622H,P9623H,47.3032909823
100000,P9623H,P9624H,24.4293899607
100000,P1200H,P1201H,10.8125811185
100000,P1201H,P1202H,7.92098674532
100000,P1202H,P1203H,7.4419639011
100000,P1203H,P1204H,8.05341072369
100000,P1204H,P1205H,16.5208349354
100000,P1205H,P1206H,39.3292406597
100000,P1206H,P1207H,75.9077855718
100000,P1207H,P1208H,108.134937087
100000,P1208H,P1209H,84.7467602491
100000,P1209H,P12010H,60.5473270253
100000,P12010H,P12011H,54.9922739486
100000,P12011H,P12012H,48.5225702816
100000,P12012H,P12013H,51.9896867396
100000,P12013H,P12014H,51.4527259148
100000,P12014H,P12015H,57.4299133653
100000,P12015H,P12016H,75.035955239
100000,P12016H,P12017H,90.2918406191
100000,P12017H,P12018H,101.412348022
100000,P12018H,P12019H,107.286377769
100000,P12019H,P12020H,103.406710003
100000,P12020H,P12021H,87.7804310637
100000,P12021H,P12022H,69.4643346594
100000,P12022H,P12023H,47.2528488528
100000,P12023H,P12024H,24.4033395438
100000,P1440H,P1441H,10.8068099361
100000,P1441H,P1442H,7.91675894268
100000,P1442H,P1443H,7.43799177545
100000,P1443H,P1444H,8.04911224015
100000,P1444H,P1445H,16.5120169899
100000,P1445H,P1446H,39.3082487968
100000,P1446H,P1447H,75.8672700216
100000,P1447H,P1448H,108.077220392
100000,P1448H,P1449H,84.7015269229
100000,P1449H,P14410H,60.5150100732
100000,P14410H,P14411H,54.9629219892
100000,P14411H,P14412H,48.496671507
100000,P14412H,P14413H,51.961937402
100000,P14413H,P14414H,51.4252631785
100000,P14414H,P14415H,57.3992603233
100000,P14415H,P14416H,74.9959050256
100000,P14416H,P14417H,90.2436476231
100000,P14417H,P14418H,101.358219489
100000,P14418H,P14419H,107.229113991
100000,P14419H,P14420H,103.351516985
100000,P14420H,P14421H,87.7335785249
100000,P14421H,P14422H,69.4272582815
100000,P14422H,P14423H,47.2276277881
100000,P14423H,P14424H,24.3903143354
100000,P1680H,P1681H,10.8010387538
100000,P1681H,P1682H,7.91253114003
100000,P1682H,P1683H,7.43401964979
100000,P1683H,P1684H,8.04481375661
100000,P1684H,P1685H,16.5031990444
100000,P1685H,P1686H,39.2872569339
100000,P1686H,P1687H,75.8267544713
100000,P1687H,P1688H,108.019503698
100000,P1688H,P1689H,84.6562935967
100000,P1689H,P16810H,60.4826931211
100000,P16810H,P16811H,54.9335700298
100000,P16811H,P16812H,48.4707727323
100000,P16812H,P16813H,51.9341880644
100000,P16813H,P16814H,51.3978004421
100000,P16814H,P16815H,57.3686072812
100000,P16815H,P16816H,74.9558548121
100000,P16816H,P16817H,90.1954546271
100000,P16817H,P16818H,101.304090956
100000,P16818H,P16819H,107.171850212
100000,P16819H,P16820H,103.296323968
100000,P16820H,P16821H,87.6867259862
100000,P16821H,P16822H,69.3901819036
100000,P16822H,P16823H,47.2024067234
100000,P16823H,P16824H,24.3772891269
100000,P1920H,P1921H,12.376508441
100000,P1921H,P1922H,9.62684667748
100000,P1922H,P1923H,9.99886951976
100000,P1923H,P1924H,9.90846411293
100000,P1924H,P1925H,13.3894680651
100000,P1925H,P1926H,29.622594128
100000,P1926H,P1927H,52.9345902817
100000,P1927H,P1928H,89.6209356312
100000,P1928H,P1929H,98.250934205
100000,P1929H,P19210H,83.9147002176
100000,P19210H,P19211H,62.6712081801
100000,P19211H,P19212H,54.4748484379
100000,P19212H,P19213H,52.3372965958
100000,P19213H,P19214H,49.5402876774
100000,P19214H,P19215H,56.8849524236
100000,P19215H,P19216H,72.3988155616
100000,P19216H,P19217H,88.7645849802
100000,P19217H,P19218H,101.581584737
100000,P19218H,P19219H,101.478402894
100000,P19219H,P19220H,96.738677535
100000,P19220H,P19221H,84.3719161367
100000,P19221H,P19222H,65.3142657656
100000,P19222H,P19223H,45.8025589118
100000,P19223H,P19224H,26.390690898
100000,P2160H,P2161H,12.3963262125
100000,P2161H,P2162H,9.6422615781
100000,P2162H,P2163H,10.0148801186
100000,P2163H,P2164H,9.92432995091
100000,P2164H,P2165H,13.410907829
100000,P2165H,P2166H,29.6700270373
100000,P2166H,P2167H,53.0193513126
100000,P2167H,P2168H,89.7644403387
100000,P2168H,P2169H,98.4082576191
100000,P2169H,P21610H,84.0490678676
100000,P21610H,P21611H,62.7715598818
100000,P21611H,P21612H,54.5620757931
100000,P21612H,P21613H,52.4211012157
100000,P21613H,P21614H,49.6196136122
100000,P21614H,P21615H,56.9760389359
100000,P21615H,P21616H,72.5147435061
100000,P21616H,P21617H,88.906718464
100000,P21617H,P21618H,101.744241325
100000,P21618H,P21619H,101.640894263
100000,P21619H,P21620H,96.893579462
100000,P21620H,P21621H,84.5070158995
100000,P21621H,P21622H,65.4188496392
100000,P21622H,P21623H,45.8758998424
100000,P21623H,P21624H,26.4329487516
100000,P2400H,P2401H,10.8587505774
100000,P2401H,P2402H,7.95480916647
100000,P2402H,P2403H,7.47374090634
100000,P2403H,P2404H,8.08779859202
100000,P2404H,P2405H,16.5913784996
100000,P2405H,P2406H,39.4971755628
100000,P2406H,P2407H,76.2319099739
100000,P2407H,P2408H,108.596670644
100000,P2408H,P2409H,85.1086268585
100000,P2409H,P24010H,60.8058626422
100000,P24010H,P24011H,55.2270896236
100000,P24011H,P24012H,48.7297604791
100000,P24012H,P24013H,52.2116814401
100000,P24013H,P24014H,51.6724278057
100000,P24014H,P24015H,57.6751377015
100000,P24015H,P24016H,75.3563569467
100000,P24016H,P24017H,90.6773845871
100000,P24017H,P24018H,101.845376287
100000,P24018H,P24019H,107.744487998
100000,P24019H,P24020H,103.848254145
100000,P24020H,P24021H,88.1552513738
100000,P24021H,P24022H,69.7609456824
100000,P24022H,P24023H,47.4546173706
100000,P24023H,P24024H,24.5075412114
100000,P2640H,P2641H,10.899148854
100000,P2641H,P2642H,7.98440378498
100000,P2642H,P2643H,7.50154578592
100000,P2643H,P2644H,8.11788797681
100000,P2644H,P2645H,16.6531041183
100000,P2645H,P2646H,39.6441186029
100000,P2646H,P2647H,76.5155188257
100000,P2647H,P2648H,109.000687506
100000,P2648H,P2649H,85.4252601417
100000,P2649H,P26410H,61.032081307
100000,P26410H,P26411H,55.4325533393
100000,P26411H,P26412H,48.9110519018
100000,P26412H,P26413H,52.4059268031
100000,P26413H,P26414H,51.8646669602
100000,P26414H,P26415H,57.8897089956
100000,P26415H,P26416H,75.6367084409
100000,P26416H,P26417H,91.0147355591
100000,P26417H,P26418H,102.224276019
100000,P26418H,P26419H,108.145334449
100000,P26419H,P26420H,104.234605269
100000,P26420H,P26421H,88.4832191452
100000,P26421H,P26422H,70.0204803275
100000,P26422H,P26423H,47.6311648236
100000,P26423H,P26424H,24.5987176705
100000,P2880H,P2881H,10.9280047659
100000,P2881H,P2882H,8.0055427982
100000,P2882H,P2883H,7.52140641419
100000,P2883H,P2884H,8.13938039451
100000,P2884H,P2885H,16.6971938459
100000,P2885H,P2886H,39.7490779174
100000,P2886H,P2887H,76.7180965769
100000,P2887H,P2888H,109.289270979
100000,P2888H,P2889H,85.6514267725
100000,P2889H,P28810H,61.1936660675
100000,P28810H,P28811H,55.5793131362
100000,P28811H,P28812H,49.0405457752
100000,P28812H,P28813H,52.5446734909
100000,P28813H,P28814H,52.001980642
100000,P28814H,P28815H,58.0429742058
100000,P28815H,P28816H,75.8369595082
100000,P28816H,P28817H,91.255700539
100000,P28817H,P28818H,102.494918684
100000,P28818H,P28819H,108.431653342
100000,P28819H,P28820H,104.510570358
100000,P28820H,P28821H,88.717481839
100000,P28821H,P28822H,70.2058622169
100000,P28822H,P28823H,47.7572701472
100000,P28823H,P28824H,24.6638437127
100000,P3120H,P3121H,10.9510894953
100000,P3121H,P3122H,8.02245400878
100000,P3122H,P3123H,7.53729491681
100000,P3123H,P3124H,8.15657432867
100000,P3124H,P3125H,16.732465628
100000,P3125H,P3126H,39.8330453689
100000,P3126H,P3127H,76.8801587779
100000,P3127H,P3128H,109.520137757
100000,P3128H,P3129H,85.8323600772
100000,P3129H,P31210H,61.3229338759
100000,P31210H,P31211H,55.6967209737
100000,P31211H,P31212H,49.1441408739
100000,P31212H,P31213H,52.6556708412
100000,P31213H,P31214H,52.1118315874
100000,P31214H,P31215H,58.1655863739
100000,P31215H,P31216H,75.9971603621
100000,P31216H,P31217H,91.448472523
100000,P31217H,P31218H,102.711432816
100000,P31218H,P31219H,108.660708457
100000,P31219H,P31220H,104.731342429
100000,P31220H,P31221H,88.9048919941
100000,P31221H,P31222H,70.3541677285
100000,P31222H,P31223H,47.858154406
100000,P31223H,P31224H,24.7159445465
100000,P3360H,P3361H,10.9684030424
100000,P3361H,P3362H,8.03513741671
100000,P3362H,P3363H,7.54921129377
100000,P3363H,P3364H,8.1694697793
100000,P3364H,P3365H,16.7589194646
100000,P3365H,P3366H,39.8960209575
100000,P3366H,P3367H,77.0017054287
100000,P3367H,P3368H,109.693287841
100000,P3368H,P3369H,85.9680600557
100000,P3369H,P33610H,61.4198847322
100000,P33610H,P33611H,55.7847768519
100000,P33611H,P33612H,49.2218371979
100000,P33612H,P33613H,52.7389188539
100000,P33613H,P33614H,52.1942197965
100000,P33614H,P33615H,58.2575454999
100000,P33615H,P33616H,76.1173110024
100000,P33616H,P33617H,91.593051511
100000,P33617H,P33618H,102.873818416
100000,P33618H,P33619H,108.832499793
100000,P33619H,P33620H,104.896921482
100000,P33620H,P33621H,89.0454496104
100000,P33621H,P33622H,70.4653968621
100000,P33622H,P33623H,47.9338176002
100000,P33623H,P33624H,24.7550201718
100000,P3600H,P3601H,12.5746861559
100000,P3601H,P3602H,9.78099568371
100000,P3602H,P3603H,10.1589755079
100000,P3603H,P3604H,10.0671224927
100000,P3604H,P3605H,13.6038657039
100000,P3605H,P3606H,30.0969232204
100000,P3606H,P3607H,53.7822005907
100000,P3607H,P3608H,91.0559827061
100000,P3608H,P3609H,99.8241683465
100000,P3609H,P36010H,85.2583767173
100000,P36010H,P36011H,63.6747251971
100000,P36011H,P36012H,55.3471219904
100000,P36012H,P36013H,53.1753427941
100000,P36013H,P36014H,50.3335470249
100000,P36014H,P36015H,57.7958175468
100000,P36015H,P36016H,73.5580950064
100000,P36016H,P36017H,90.1859198182
100000,P36017H,P36018H,103.208150617
100000,P36018H,P36019H,103.103316584
100000,P36019H,P36020H,98.2876968043
100000,P36020H,P36021H,85.7229137646
100000,P36021H,P36022H,66.3601045016
100000,P36022H,P36023H,46.5359682177
100000,P36023H,P36024H,26.813269434
100000,P3840H,P3841H,12.5746861559
100000,P3841H,P3842H,9.78099568371
100000,P3842H,P3843H,10.1589755079
100000,P3843H,P3844H,10.0671224927
100000,P3844H,P3845H,13.6038657039
100000,P3845H,P3846H,30.0969232204
100000,P3846H,P3847H,53.7822005907
100000,P3847H,P3848H,91.0559827061
100000,P3848H,P3849H,99.8241683465
100000,P3849H,P38410H,85.2583767173
100000,P38410H,P38411H,63.6747251971
100000,P38411H,P38412H,55.3471219904
100000,P38412H,P38413H,53.1753427941
100000,P38413H,P38414H,50.3335470249
100000,P38414H,P38415H,57.7958175468
